Campaign report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"August 1, 2026 - August 25, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Status,Status reasons,Optimization score,Account,Campaign type,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Bid strategy type,Viewable CTR,Avg. viewable CPM,Viewable impr.,Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.,Original conv. value
Paused,TV Locate (Search Exact),400,--,Daily,USD,Paused,campaign paused,--,Original,Search,0,0,0,--,0,0,0,0,0,CPC (enhanced),--,0,0,0,0%,0,0,0,0,0,0
Paused,TV_Search Computer,100,--,Daily,USD,Paused,campaign paused,--,Original,Search,0,0,0,--,0,0,0,0,0,CPC (enhanced),--,0,0,0,0%,0,0,0,0,0,0
Paused,LE - death (lower hhi) (PU),700,--,Daily,USD,Paused,campaign paused; some ads limited by policy,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,TV_Truth Viewer (Google Build) - Cheating,100,--,Daily,USD,Paused,campaign paused; some ads disapproved,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,x PS Clone,560,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,TV_Display Mobile,100,--,Daily,USD,Paused,campaign paused,--,Original,Display,0,0,0,--,0,0,0,0,0,CPC (enhanced),--,0,0,0,0%,0,0,0,0,0,0
Enabled,BG - Main low (BC),30,--,Daily,USD,Eligible,,87.8,Main,Search,0,4,0,0%,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,Inmates (PR - IS) (Upper HHI),2600,--,Daily,USD,Eligible (Limited),bidding strategy constrained; limited by bidding strategy type; missing enough relevant keywords,56.56,Original,Search,61.95,11634,1105,9.5%,0.65,720.68,0,0,0,Target CPA,--,0,0,1105,4.71%,1755,2.44,52,0.65,13.86,1755
Enabled,Pub Rec - SSN,220,--,Daily,USD,Eligible (Limited),bidding strategy constrained; missing enough relevant keywords; some ads limited by policy,60.26,Original,Search,97.89,910,84,9.23%,1.06,89.08,0,0,0,Target CPA,--,0,0,84,11.9%,250,2.81,10,1.06,8.91,250
Paused,Dating - Stages,100,--,Daily,USD,Paused,campaign paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,Inmates (PR - IS) (Lower HHI),2600,--,Daily,USD,Eligible (Limited),bidding strategy constrained; limited by bidding strategy type,60.54,Original,Search,103.22,3677,504,13.71%,0.75,379.54,0,0,0,Target CPA,--,0,0,504,7.94%,1162.5,3.06,40,0.75,9.49,1162.5
Enabled,PS Main - lower (PS123),410,--,Daily,USD,Eligible (Misconfigured),your website is missing a Google tag; unknown,84.27,Original,Search,0,55,0,0%,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,D_Public Records,1100,--,Daily,USD,Paused,campaign paused; some ads disapproved,--,Original,Display,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,LE - Birth,50,--,Daily,USD,Paused,campaign paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,court (search) - male only,50,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,BG - Main Upper (BC),30,--,Daily,USD,Eligible,,86.98,Main,Search,36.22,24,3,12.5%,0.29,0.87,0,0,0,Target CPA,--,0,0,3,0%,0,0,0,0.29,0,0
Enabled,PS clone,410,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,LE - Divorce (Upper HHI),500,--,Daily,USD,Eligible (Limited),bidding strategy constrained; search volume limited; missing enough relevant keywords,46.43,Main,Search,268.17,2000,342,17.1%,1.57,536.35,0,0,0,Target CPA,--,0,0,342,9.36%,1105,2.06,32,1.57,16.76,1105
Paused,names ca (Search Phrase) - Direct to Loader Test,500,--,Daily,USD,Paused,campaign paused; campaign ended,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,LE - marriage lower hhi (PS),200,--,Daily,USD,Paused,campaign paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,names (Search Phrase) - Direct to Loader Test,200,--,Daily,USD,Paused,campaign paused; campaign ended,--,Original,Search,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Paused,Crim2 (Search Broad+),50,--,Daily,USD,Paused,campaign paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Enabled,LE - death (lower hhi) LE Low Death,1000,--,Daily,USD,Ended,campaign ended; All ad groups paused; some ads limited by policy,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,D_LE - Death,100,--,Daily,USD,Paused,campaign paused; most ads limited by policy,--,Main,Display,0,0,0,--,0,0,0,0,0,Viewable CPM,--,0,0,0,0%,0,0,0,0,0,0
Enabled,LE - divorce (lower hhi),200,--,Daily,USD,Eligible (Misconfigured),your website is missing a Google tag; unknown; search volume limited; some ads limited by policy,59.8,Main,Search,0,7,0,0%,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,locate (Search Exact) - No $1 in Ad copy (just Credit Card required),200,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,PS Main - Orig (PS123),310,--,Daily,USD,Eligible (Limited),search volume limited,58.45,Original,Search,27.44,287,11,3.83%,0.72,7.88,0,0,0,Target CPA,--,0,0,11,18.18%,55,6.98,2,0.72,3.94,55
Enabled,sex offenders (search) - interactive SUP,460,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,RD_Inmates,20,--,Daily,USD,Paused,campaign paused; most ads disapproved,--,Original,Display,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Enabled,x bg main (search) - $22.86 immediate,300,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Paused,LE - Death (Upper HHI) (CS),600,--,Daily,USD,Paused,campaign paused; some ads limited by policy,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,Inmates (PSs),1800,--,Daily,USD,Paused,campaign paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,Reverse Phone - Call,100,--,Daily,USD,Eligible (Misconfigured),your website is missing a Google tag; unknown; some ads limited by policy,88.12,Main,Search,0,19,0,0%,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,BG - Misc Crim,30,--,Daily,USD,Paused,campaign paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,x bg main (search) - tCPA,300,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,public records (search) - HHI upper 50,150,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Main,Search,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Paused,RD_Court Records,20,--,Daily,USD,Paused,campaign paused; most ads disapproved,--,Original,Display,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Paused,D_Crim Smart Display (upper),250,--,Daily,USD,Paused,campaign paused; most ads limited by policy,--,Original,Display,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Paused,Reverse Phone - RP,100,--,Daily,USD,Paused,campaign paused; some ads limited by policy,--,Main,Search,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Paused,PMAX Inmates (PR-IS),200,--,Daily,USD,Paused,campaign paused; most asset groups limited by policy,--,Original,Performance Max,0,0,0,--,0,0,0,0,0,Target CPA,--,0,0,0,0%,0,0,0,0,0,0
Enabled,sex offenders (search) - max conv,460,--,Daily,USD,Ended,campaign ended; All ad groups paused,--,Original,Search,0,0,0,--,0,0,0,0,0,Maximize Conversions,--,0,0,0,0%,0,0,0,0,0,0
Total: Campaigns,--,--,--,--,USD,--,,--,--,--,117.94,33809,3767,11.14%,1.06,3987.32,0,0,0,--,--,0,0,3767,7.88%,8867.5,2.22,297,1.06,13.43,8867.5
Total: Manager account,,,,,USD,,,,,,117.94,33809,3767,11.14%,1.06,3987.32,0,0,0,,--,0,0,3767,7.88%,8867.5,2.22,297,1.06,13.43,8867.5
Total: Display,,,,,USD,,,,,Display,0,0,0,--,0,0,0,0,0,,--,0,0,0,0%,0,0,0,0,0,0
Total: Demand Gen,,,,,USD,,,,,Demand Gen,0,0,0,--,0,0,0,0,0,,--,0,0,0,0%,0,0,0,0,0,0
Total: Search,,,,,USD,,,,,Search,117.94,33809,3767,11.14%,1.06,3987.32,0,0,0,,--,0,0,3767,7.88%,8867.5,2.22,297,1.06,13.43,8867.5
Total: Performance Max,,,,,USD,,,,,Performance Max,0,0,0,--,0,0,0,0,0,,--,0,0,0,0%,0,0,0,0,0,0
